net_worth,net_xp,team_winrate_avg,score,net_barracks,radiant_win
-411.4666666666599,14298.466666666645,-3.2557270088939205,19,2,True
-6404.300000000003,-3267.5,-2.788869667303402,4,0,False
12641.200000000012,14838.200000000012,1.9789941000391664,1,2,True
17649.0,-2294.0,0.711634247555871,15,4,True
4005.833333333332,8133.583333333334,1.5119319096782817,2,0,True
-18251.483333333337,-16713.600000000006,-2.4725096816403322,-4,-4,False
28087.5,16248.75,-2.515038582752183,11,2,True
-19877.366666666683,-19209.549999999974,0.2599807355716166,-14,-6,False
-7925.400000000009,-28524.29999999999,-0.38518601799412977,-5,-2,False
37549.3,41021.79999999999,0.18633860354547238,9,5,True
-11813.96666666666,1077.916666666657,4.572097614423811,3,-6,False
20583.333333333336,21856.250000000007,0.8997972358500022,20,2,True
3066.366666666683,-9450.816666666651,-3.9746204993274574,-4,2,True
-22847.500000000007,-34868.8,2.017802678556812,-21,-6,False
-48234.66666666667,-31185.333333333314,-1.379362808923247,-20,-6,False
-35003.15000000001,-44970.033333333326,0.5088954489968955,-22,-4,False
-16126.0,-19009.13333333333,1.6849944060229518,-12,-6,False
20972.66666666668,31137.333333333343,2.5239616675686207,10,4,True
31063.149999999994,23951.266666666663,-2.134655544623392,6,6,True
